reviewer_report_over_due_sent;questionnaire_motivation;reviewer_report_due_reminder_sent;reviewer_user;decline_reasons_other;reviewer_data_protection_consent;report_organization_appropriate;report_id;report_is_anonymized;reviewer_time_consent_response;questionnaire_manuscript_notice_name;reviewer_invitation_accepted_sent;reviewer_priority;reviewer_code;reviewer_invited;questionnaire_relative_review_time;questionnaire_motivation_other;report_supplement_appropriate;questionnaire_reviews_per_year;report_manuscript_appropriate;questionnaire_id;reviewer_time_invited;reviewer_transferwise_consent;reviewer_consent_given;reviewer_debriefing_sent;reviewer_time_report_submitted;reviewer_gs_interests;questionnaire_invitation_track_record;reviewer_report_submitted;reviewer_invitation_reminder_sent;report_new_information;questionnaire_invitation_acceptance;decline_id;reviewer_report_submitted_sent;report_recommendation;reviewer_box;reviewer_time_invitation_response;reviewer_treatment;reviewer_invitation_declined;reviewer_time_review_expired;report_worthy_subject;decline_reasons;reviewer_review_expired;report_conclusions_supported;reviewer_marked_for_deletion;reviewer_review_expired_sent;reviewer_questionnaire_reminder_sent;reviewer_questionnaire_submitted;reviewer_id;questionnaire_manuscript_effort;reviewer_invitation_accepted;reviewer_time_added;questionnaire_invitation_notice_name;questionnaire_manuscript_assessment;questionnaire_manuscript_track_record;questionnaire_manuscript_name_aware;questionnaire_review_hours;reviewer_time_questionnaire_submitted;report_length;confidential_length;report_words;confidential_words;d_topic_not_interesting;d_unfitting_topic;d_know_editor;d_dont_know_editor;d_know_author;d_dont_know_author;d_no_time;d_other;a_interesting;a_fitting_topic;a_know_editor;a_know_author;a_moral_obligation;a_other;reviewer_hindex_bin;reviewer_hindex5y_bin;reviewer_i10index_bin;reviewer_i10index5y_bin;reviewer_citedby_bin;reviewer_citedby5y_bin;reviewer_years_active_bin
0;;0;5611;;0;;;;;;0;1;eLaRasr2CQYTaAv5JjECfR;1;;;;;;;2021-08-04 12:05:56.763694+00:00;0;0;0;;;;0;0;;;33;0;;1;2021-08-06 06:10:00.109222+00:00;hh;1;;;['2'];0;;0;0;0;0;5609;;0;2021-08-04 12:01:17.900430+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;3;1;1
0;;0;5813;;0;;;;;;0;1;4xVKFEbbaQDTNgq6nVpCMC;1;;;;;;;2021-08-04 12:05:56.763694+00:00;0;0;0;;;;0;0;;;34;0;;1;2021-08-06 09:05:46.258356+00:00;bb;1;;;['7'];0;;0;0;0;0;5811;;0;2021-08-04 12:01:18.671716+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
0;;0;5614;;0;;;;;;0;8;5qXWwyzGQcVvgXANAgnRGe;0;;;;;;;;0;0;0;;behavioral economics, behavioral decision research, belief-based utility, research methods;;0;0;;;;0;;6;;bb;0;;;;0;;0;0;0;0;5612;;0;2021-08-04 12:01:17.911302+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5615;;0;;;;;;0;6;gir3JrJmthBfJE8E7Ldfof;1;;;;;;;2021-09-22 06:04:09.297345+00:00;0;0;0;;;;0;0;;;1703;0;;5;2021-09-30 07:36:29.183536+00:00;ll;1;;;['2'];0;;0;0;0;0;5613;;0;2021-08-04 12:01:17.914928+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;5;1;1
0;;0;5616;;0;;;;;;0;6;ZDbNQGaE5BzrzcySgxks2W;0;;;;;;;;0;0;0;;;;0;0;;;;0;;5;;bl;0;;;;0;;0;0;0;0;5614;;0;2021-08-04 12:01:17.918429+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5617;;0;;;;;;0;7;CHXfpmH5E3GuEWCnDrDToA;0;;;;;;;;0;0;0;;;;0;0;;;;0;;6;;bb;0;;;;0;;0;0;0;0;5615;;0;2021-08-04 12:01:17.922065+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5619;;0;;;;;;0;7;XC8hUY92PCQUgsu8oLkXsM;0;;;;;;;;0;0;0;;;;0;0;;;;0;;5;;hh;0;;;;0;;0;0;0;0;5617;;0;2021-08-04 12:01:17.929254+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5621;;0;;;;;;0;18;FKNQwVtUJSCqTthZYfNESV;0;;;;;;;;0;0;0;;corporate governance, managerial compensation, corporate culture;;0;0;;;;0;;8;;ll;0;;;;0;;0;0;0;0;5619;;0;2021-08-04 12:01:17.936571+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5632;;0;;;;;;0;4;kh657EL5RgmuuJRLojLHzc;1;;;;;;;2021-09-16 06:53:17.496329+00:00;0;0;0;;sec enforcement, securities regulation, cooperation and information-sharing agreements;;0;0;;;;0;;5;2021-09-16 06:54:55.784016+00:00;bl;0;;;;0;;0;0;0;0;5630;;0;2021-08-04 12:01:17.976116+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;5;1;1
0;;0;5623;;0;;;;;;0;7;GXihquPjtZt8juqgHciBjQ;0;;;;;;;;0;0;0;;empirical asset pricing, mutual funds, behavioral finance;;0;0;;;;0;;5;;bb;0;;;;0;;0;0;0;0;5621;;0;2021-08-04 12:01:17.943789+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5624;;0;;;;;;0;6;AWobPEtFJujgVLvrD2BYyg;0;;;;;;;;0;0;0;;asset pricing;;0;0;;;;0;;5;;bh;0;;;;0;;0;0;0;0;5622;;0;2021-08-04 12:01:17.947377+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5625;;0;;;;;;0;20;Pdrxi4SMAMMR3jhUCwoN7Q;0;;;;;;;;0;0;0;;;;0;0;;;;0;;8;;bl;0;;;;0;;0;0;0;0;5623;;0;2021-08-04 12:01:17.950998+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;7478;;0;;;;;;0;1;ekfSVWuSkeRfCpSTJ6VDMw;1;;;;;;;2021-08-10 11:36:28.509688+00:00;0;0;0;;time series, empirical finance, chinese economy;;0;0;;;551;0;;6;2021-08-19 07:46:37.297103+00:00;bb;1;;;['2'];0;;0;0;0;0;7476;;0;2021-08-04 12:01:24.994125+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;32;1;2
0;;0;5618;;0;;;;;;0;5;39NXtfubpGcpjRu6eA848P;1;;;;;;;2021-09-22 06:05:05.641729+00:00;0;0;0;;;;0;0;;;1586;0;;5;2021-09-22 20:30:45.906229+00:00;bl;1;;;['2'];0;;0;0;0;0;5616;;0;2021-08-04 12:01:17.925585+00:00;;;;;;;;;;;0;1;0;0;0;0;0;0;;;;;;;1;1;1;1;61;1;2
0;;0;5649;;0;;;;;;0;2;7NZi8Udu2axrEsRVAduMFS;1;;;;;;;2021-08-21 13:29:17.188631+00:00;0;0;0;;nonlinear panel data econometrics, nonlinear time series econometrics, macroeconometrics, nonlinear, nonlinear models;;0;0;;;;0;;2;;bl;0;2021-09-01 03:00:00.044977+00:00;;;1;;0;0;0;0;5647;;0;2021-08-04 12:01:18.037817+00:00;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;42;1;2
0;;0;8752;;0;;;;;;0;2;5aQLdRsdHduCWuxbqguBac;1;;;;;;;2021-08-29 07:11:01.919419+00:00;0;0;0;;;;0;0;;;;0;;3;;bb;0;2021-09-09 03:00:00.359430+00:00;;;1;;0;0;0;0;8750;;0;2021-08-04 12:01:29.905156+00:00;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;47;2;3
0;;0;5637;;0;;;;;;0;2;K7kt7gko8WdtAWSpQJbpuT;1;;;;;;;2021-08-21 13:28:29.175880+00:00;0;0;0;;finance;;0;0;;;983;0;;2;2021-08-29 10:44:39.274763+00:00;ll;1;;;['7'];0;;0;0;0;0;5635;;0;2021-08-04 12:01:17.994164+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;2;2;2;2;57;2;2
0;;0;5629;;0;;;;;;0;5;KDk9zULoTbquZ7kX3JA8Uz;0;;;;;;;;0;0;0;;credit rating agencies, regulation of credit rating agencies, empirical banking, applied econometrics;;0;0;;;;0;;5;;bb;0;;;;0;;0;0;0;0;5627;;0;2021-08-04 12:01:17.965275+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5630;;0;;;;;;0;4;YhNDyjNiX7p9NqnF3W45Mp;0;;;;;;;;0;0;0;;stock return predictability, investment management, mutual funds;;0;0;;;;0;;4;;hh;0;;;;0;;0;0;0;0;5628;;0;2021-08-04 12:01:17.968881+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5631;;0;;;;;;0;15;i2L9Ma6ABSZMWQRGrQx5F7;0;;;;;;;;0;0;0;;corporate finance, economic theory;;0;0;;;;0;;7;;hh;0;;;;0;;0;0;0;0;5629;;0;2021-08-04 12:01:17.972518+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5633;;0;;;;;;0;14;nv5xqqNnGunnL4GNpAUyJr;0;;;;;;;;0;0;0;;investments, asset pricing, mutual funds, taxes;;0;0;;;;0;;7;;bb;0;;;;0;;0;0;0;0;5631;;0;2021-08-04 12:01:17.979712+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5634;;0;;;;;;0;4;4onsLohFEbi9At8imEbkoU;0;;;;;;;;0;0;0;;quantum physics, topological insulators, metal dichalcogenides, topological semimetals, arpes;;0;0;;;;0;;4;;bb;0;;;;0;;0;0;0;0;5632;;0;2021-08-04 12:01:17.983236+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5635;;0;;;;;;0;5;ENSeSKcjhefWvZRmK2Dgd4;0;;;;;;;;0;0;0;;corporate finance, asset pricing;;0;0;;;;0;;5;;bb;0;;;;0;;0;0;0;0;5633;;0;2021-08-04 12:01:17.986846+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5636;;0;;;;;;0;8;gnPbib8LHUPeMeXH8zaUEc;0;;;;;;;;0;0;0;;;;0;0;;;;0;;6;;bb;0;;;;0;;0;0;0;0;5634;;0;2021-08-04 12:01:17.990397+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5620;;0;;;;;;0;3;JY9WeCtrGHxX8oy5p2E6pT;1;;;;;;;2021-09-22 06:03:31.646788+00:00;0;0;0;;asset pricing, international finance, macroeconomics;;0;0;;;1512;0;;5;2021-09-22 06:29:18.883712+00:00;hh;1;;;['7'];0;;0;0;0;0;5618;;0;2021-08-04 12:01:17.932931+00:00;;;;;;;;;;;0;0;0;0;0;0;1;0;;;;;;;1;1;1;1;16;1;2
0;['1', '2', '5'];0;5622;;1;3;535;1;2021-09-16 23:14:15.000510+00:00;;1;4;4LuNoYTcGa6scb7wqomKHq;1;1;;5;10;5;478;2021-09-15 07:37:27.836734+00:00;1;1;1;2021-11-12 11:32:00.740407+00:00;behavioral economics, experimental economics, auctions;;1;0;4;;;1;3;4;2021-09-16 23:14:04.256627+00:00;bh;0;;5;;0;5;0;0;0;0;5620;;1;2021-08-04 12:01:17.940179+00:00;;;;;15;;4334;2007;672;289;;;;;;;;;1;1;0;0;1;0;1;1;1;1;7;1;2
0;;0;5639;;0;;;;;;0;14;gvMS7HVahmGvXXD5iXfBwj;0;;;;;;;;0;0;0;;finance;;0;0;;;;0;;7;;bb;0;;;;0;;0;0;0;0;5637;;0;2021-08-04 12:01:18.001406+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5640;;0;;;;;;0;6;i8oy4qqirFZTExP2LirqRS;0;;;;;;;;0;0;0;;banking, financial institutions;;0;0;;;;0;;6;;bl;0;;;;0;;0;0;0;0;5638;;0;2021-08-04 12:01:18.005101+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5641;;0;;;;;;0;9;A7X5gdStz7toSXxNixEqFN;0;;;;;;;;0;0;0;;economics, behavioral economics, risk and insurance;;0;0;;;;0;;6;;hh;0;;;;0;;0;0;0;0;5639;;0;2021-08-04 12:01:18.008669+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;;0;5642;;0;;;;;;0;6;VgdmwjzZ4nVKxTi3C4yRHs;0;;;;;;;;0;0;0;;thin films, magnetics, spintronics;;0;0;;;;0;;5;;bl;0;;;;0;;0;0;0;0;5640;;0;2021-08-04 12:01:18.012233+00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
